"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bolivia","BOL","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.2736519099378","57.467541066616","53.5079633764077","48.3592139137211","49.511643226743","49.3716582389569","48.4713135115361","48.6545056090348","50.067147616787","55.2129829051453","67.0968867115574","76.3041074062827","78.535629331517","85.3440587184646","92.9265176554185","","","","",
"Brazil","BRA","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.985708406505","17.1496889696147","8.37325155631622","29.0251910147597","22.6652013409951","7.16152427927212","12.0201485786952","18.3699177498596","25.5176771966543","39.9514308542372","35.4773398376157","28.6066153794763","27.7440261421702","29.5142070114636","66.09479946432","54.203695958443","43.4637572640613","61.8374517194129",
"Bhutan","BTN","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.7814388813733","90.6312079813797","97.888280021237",
"Botswana","BWA","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.48108747714","37.0178362447407","42.085885197804",
"Central African Republic","CAF","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","56.0014920686587","57.1779548567463","58.7978234162864","73.988578562324","78.5442196443655","81.8777952694103","81.8261941129097","93.0350365676869","90.7903787150839","87.1618927360936","86.657387886213","87.0644985170801","89.1466494502782","89.2721333853354","91.6572817733142","96.057649211783","100.224873867902","106.435271804415","110.760735820588","112.053218247557","111.569348411307","110.652448651489","115.187699020974","117.093820122506","115.546369333613","113.950851111748","110.691796036935","197.192767630522","191.626759359866","185.657921469115","187.9080240379","195.889823948542","212.843737162345","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.0812104223081","85.505073816347","84.9762769918847","83.8572390801632","80.8487879496946","79.1456005795271","85.5184305138642","102.741092757007","106.057558678224","104.998364923965","109.488366826964","112.523013945861","115.656551837115","119.84319143869","121.690461544155","126.850899536447","128.905998197361","134.165138308804","143.51692083204","147.274957174506","127.196308184255","132.512191262731","130.092393849766",
"China","CHN","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Domestic credit provided by financial sector (% of GDP)","FS.AST.DOMS.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
